location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
P05,10-18-2016 10:59:36,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
P05,10-18-2016 10:59:34,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10-18-2016 10:59:32,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10-18-2016 10:59:30,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
P05,10-18-2016 10:59:28,-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:26,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:24,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:22,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:20,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:18,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:16,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:14,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:12,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:10,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:08,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:06,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10-18-2016 10:59:04,-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:59:02,-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:59:00,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:56,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:54,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:52,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:50,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
R05,10-18-2016 10:58:48,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-18-2016 10:58:46,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-18-2016 10:58:44,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-18-2016 10:58:42,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-18-2016 10:58:40,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
S05,10-18-2016 10:58:38,-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200
T05,10-18-2016 10:58:36,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-18-2016 10:58:34,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-18-2016 10:58:32,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
T05,10-18-2016 10:58:30,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
T05,10-18-2016 10:58:28,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-18-2016 10:58:26,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-18-2016 10:58:24,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-18-2016 10:58:22,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,10-18-2016 10:58:20,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:18,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:16,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:14,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:12,-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:10,-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200
S06,10-18-2016 10:58:08,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
R06,10-18-2016 10:58:06,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200
R06,10-18-2016 10:58:04,-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200
R06,10-18-2016 10:58:02,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
Q06,10-18-2016 10:58:00,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
Q06,10-18-2016 10:57:58,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,10-18-2016 10:57:56,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,10-18-2016 10:57:54,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
P06,10-18-2016 10:57:52,-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200
P06,10-18-2016 10:57:50,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:48,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:46,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:44,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:42,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:40,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:38,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
O06,10-18-2016 10:57:36,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:34,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:32,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:30,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:28,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:26,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
N06,10-18-2016 10:57:24,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:22,-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:20,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:18,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:16,-200,-80,-200,-200,-80,-70,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:14,-200,-200,-200,-200,-78,-71,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:12,-200,-200,-200,-200,-81,-71,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:10,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:08,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:06,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200
M06,10-18-2016 10:57:04,-200,-200,-200,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:57:02,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:57:00,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:58,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:56,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:54,-200,-200,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:52,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:50,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:48,-200,-200,-200,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200
L06,10-18-2016 10:56:46,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:44,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:42,-200,-200,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:40,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:38,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:36,-200,-78,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
K06,10-18-2016 10:56:34,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:32,-200,-78,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:30,-200,-71,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:28,-200,-73,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:26,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:24,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:56:22,-200,-72,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:20,-200,-74,-200,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:18,-200,-74,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:16,-200,-70,-200,-200,-73,-200,-200,-82,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:14,-200,-70,-200,-200,-81,-200,-200,-79,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:12,-200,-69,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:56:10,-200,-67,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
F08,10-18-2016 10:56:08,-71,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
F08,10-18-2016 10:56:06,-68,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-18-2016 10:56:04,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-18-2016 10:56:02,-200,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:56:00,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:55:58,-200,-59,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:55:56,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10-18-2016 10:55:54,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:55:52,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:55:50,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:55:48,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:55:46,-200,-200,-200,-200,-60,-200,-200,-78,-200,-200,-200,-200,-200
J07,10-18-2016 10:55:44,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:55:42,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:55:40,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:55:38,-200,-82,-200,-200,-68,-200,-200,-83,-200,-200,-200,-200,-200
I07,10-18-2016 10:55:36,-200,-79,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
I07,10-18-2016 10:55:34,-200,-200,-200,-200,-74,-200,-200,-79,-200,-200,-200,-200,-200
I10,10-18-2016 10:55:32,-200,-200,-200,-200,-200,-200,-200,-68,-200,-81,-200,-200,-200
I10,10-18-2016 10:55:30,-200,-200,-200,-200,-200,-200,-200,-72,-200,-80,-200,-200,-200
I10,10-18-2016 10:55:28,-200,-200,-200,-200,-78,-200,-200,-70,-200,-200,-200,-200,-200
I10,10-18-2016 10:55:26,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200
J10,10-18-2016 10:55:24,-200,-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200
J10,10-18-2016 10:55:22,-200,-200,-200,-200,-77,-200,-200,-64,-200,-200,-200,-200,-200
D15,10-18-2016 10:55:20,-200,-200,-200,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200
D15,10-18-2016 10:55:18,-200,-200,-200,-200,-200,-200,-200,-200,-55,-200,-200,-200,-200
D15,10-18-2016 10:55:16,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
D15,10-18-2016 10:55:14,-200,-200,-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200
E15,10-18-2016 10:55:12,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
E15,10-18-2016 10:55:10,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
G15,10-18-2016 10:55:08,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200
G15,10-18-2016 10:55:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
J15,10-18-2016 10:55:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66,-85,-200,-200
J15,10-18-2016 10:55:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-75,-200,-200
L15,10-18-2016 10:55:00,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69,-200,-200
L15,10-18-2016 10:54:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-79,-200
L15,10-18-2016 10:54:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-81,-81
L15,10-18-2016 10:54:54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-71,-82,-200
L15,10-18-2016 10:54:52,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200
R15,10-18-2016 10:54:50,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-66,-200
R15,10-18-2016 10:54:48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200
R15,10-18-2016 10:54:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-79
R15,10-18-2016 10:54:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200
T15,10-18-2016 10:54:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-76
T15,10-18-2016 10:54:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-81
W15,10-18-2016 10:54:38,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-61
W15,10-18-2016 10:54:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-62
W15,10-18-2016 10:54:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
W15,10-18-2016 10:54:32,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-71
W15,10-18-2016 10:54:30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-199,-67
W15,10-18-2016 10:54:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75
I07,10-18-2016 10:54:26,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:54:24,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:54:22,-200,-200,-200,-200,-72,-200,-84,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:54:20,-200,-80,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
I08,10-18-2016 10:54:18,-73,-198,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200
I03,10-18-2016 10:54:16,-200,-72,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I04,10-18-2016 10:54:14,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-18-2016 10:54:12,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-18-2016 10:54:10,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
I05,10-18-2016 10:54:08,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:54:06,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:54:04,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:54:02,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:54:00,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
I07,10-18-2016 10:53:58,-200,-76,-200,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:56,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:54,-78,-198,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:52,-80,-198,-200,-200,-80,-200,-200,-79,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:50,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:48,-200,-74,-200,-200,-78,-200,-200,-81,-200,-200,-200,-200,-200
I08,10-18-2016 10:53:46,-200,-76,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:53:44,-200,-77,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:53:42,-200,-72,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
I06,10-18-2016 10:53:40,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:53:38,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:53:36,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:53:34,-200,-71,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200
J06,10-18-2016 10:53:32,-200,-74,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:53:30,-200,-200,-200,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:53:28,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:53:26,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
J07,10-18-2016 10:53:24,-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
J08,10-18-2016 10:53:22,-200,-83,-200,-200,-74,-200,-200,-75,-200,-200,-200,-200,-200
J08,10-18-2016 10:53:20,-200,-200,-200,-200,-72,-200,-200,-80,-200,-200,-200,-200,-200
J08,10-18-2016 10:53:18,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:53:16,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:53:14,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:53:12,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:53:10,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:53:08,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:53:06,-200,-77,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:53:04,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I03,10-18-2016 10:53:02,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:53:00,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:52:58,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:52:56,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:52:54,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:52:52,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I01,10-18-2016 10:52:50,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:52:48,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:52:46,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:52:44,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J01,10-18-2016 10:52:42,-200,-78,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:40,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:38,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:36,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:34,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:32,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I02,10-18-2016 10:52:30,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:52:28,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:52:26,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:52:24,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J02,10-18-2016 10:52:22,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,10-18-2016 10:52:20,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
K02,10-18-2016 10:52:18,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,10-18-2016 10:52:16,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,10-18-2016 10:52:14,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,10-18-2016 10:52:12,-200,-200,-80,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L01,10-18-2016 10:52:10,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,10-18-2016 10:52:08,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L02,10-18-2016 10:52:06,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
L02,10-18-2016 10:52:04,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L02,10-18-2016 10:52:02,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
M01,10-18-2016 10:52:00,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10-18-2016 10:51:58,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
M01,10-18-2016 10:51:56,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10-18-2016 10:51:54,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M01,10-18-2016 10:51:52,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:50,-200,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:48,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:46,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:44,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:42,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:40,-200,-200,-75,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
M02,10-18-2016 10:51:38,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:36,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:34,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:32,-200,-80,-79,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:30,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:28,-200,-200,-79,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N01,10-18-2016 10:51:26,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:24,-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:22,-200,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:20,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:18,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:16,-200,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N02,10-18-2016 10:51:14,-200,-200,-79,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O01,10-18-2016 10:51:12,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
